S.No,From Date,To Date,PM2.5 (ug/m3),Ozone (ug/m3),SO2 (ug/m3),PM10 (ug/m3),NO2 (ug/m3),CO (mg/m3)
367,02-Jan-2018 - 00:00,03-Jan-2018 - 00:00,,,,,,
368,03-Jan-2018 - 00:00,04-Jan-2018 - 00:00,,,,,,
369,04-Jan-2018 - 00:00,05-Jan-2018 - 00:00,,,,,,
370,05-Jan-2018 - 00:00,06-Jan-2018 - 00:00,,,,,,
371,06-Jan-2018 - 00:00,07-Jan-2018 - 00:00,,,,,,
372,07-Jan-2018 - 00:00,08-Jan-2018 - 00:00,,,,,,
373,08-Jan-2018 - 00:00,09-Jan-2018 - 00:00,,,,,,
374,09-Jan-2018 - 00:00,10-Jan-2018 - 00:00,,,,,,
375,10-Jan-2018 - 00:00,11-Jan-2018 - 00:00,,,,,,
376,11-Jan-2018 - 00:00,12-Jan-2018 - 00:00,,,,,,
377,12-Jan-2018 - 00:00,13-Jan-2018 - 00:00,,,,,,
378,13-Jan-2018 - 00:00,14-Jan-2018 - 00:00,,,,,,
379,14-Jan-2018 - 00:00,15-Jan-2018 - 00:00,,,,,,
380,15-Jan-2018 - 00:00,16-Jan-2018 - 00:00,,,,,,
381,16-Jan-2018 - 00:00,17-Jan-2018 - 00:00,,,,,,
382,17-Jan-2018 - 00:00,18-Jan-2018 - 00:00,,,,,,
383,18-Jan-2018 - 00:00,19-Jan-2018 - 00:00,,,,,,
384,19-Jan-2018 - 00:00,20-Jan-2018 - 00:00,,,,,,
385,20-Jan-2018 - 00:00,21-Jan-2018 - 00:00,,,,,,
386,21-Jan-2018 - 00:00,22-Jan-2018 - 00:00,,,,,,
387,22-Jan-2018 - 00:00,23-Jan-2018 - 00:00,,,,,,
388,23-Jan-2018 - 00:00,24-Jan-2018 - 00:00,,,,,,
389,24-Jan-2018 - 00:00,25-Jan-2018 - 00:00,,,,,,
390,25-Jan-2018 - 00:00,26-Jan-2018 - 00:00,,,,,,
391,26-Jan-2018 - 00:00,27-Jan-2018 - 00:00,,,,,,
392,27-Jan-2018 - 00:00,28-Jan-2018 - 00:00,,,,,,
393,28-Jan-2018 - 00:00,29-Jan-2018 - 00:00,,,,,,
394,29-Jan-2018 - 00:00,30-Jan-2018 - 00:00,,,,,,
395,30-Jan-2018 - 00:00,31-Jan-2018 - 00:00,,,,,,
396,31-Jan-2018 - 00:00,01-Feb-2018 - 00:00,,,,,,
397,01-Feb-2018 - 00:00,02-Feb-2018 - 00:00,,,,,,
398,02-Feb-2018 - 00:00,03-Feb-2018 - 00:00,,,,,,
399,03-Feb-2018 - 00:00,04-Feb-2018 - 00:00,,,,,,
,,,,,,,,
401,05-Feb-2018 - 00:00,06-Feb-2018 - 00:00,,,,,,
402,06-Feb-2018 - 00:00,07-Feb-2018 - 00:00,,,,,,
403,07-Feb-2018 - 00:00,08-Feb-2018 - 00:00,,,,,,
404,08-Feb-2018 - 00:00,09-Feb-2018 - 00:00,,,,,,
405,09-Feb-2018 - 00:00,10-Feb-2018 - 00:00,,,,,,
406,10-Feb-2018 - 00:00,11-Feb-2018 - 00:00,,,,,,
407,11-Feb-2018 - 00:00,12-Feb-2018 - 00:00,,,,,,
408,12-Feb-2018 - 00:00,13-Feb-2018 - 00:00,,,,,,
409,13-Feb-2018 - 00:00,14-Feb-2018 - 00:00,,,,,,
410,14-Feb-2018 - 00:00,15-Feb-2018 - 00:00,,,,,,
411,15-Feb-2018 - 00:00,16-Feb-2018 - 00:00,,,,,,
412,16-Feb-2018 - 00:00,17-Feb-2018 - 00:00,,,,,,
413,17-Feb-2018 - 00:00,18-Feb-2018 - 00:00,,,,,,
414,18-Feb-2018 - 00:00,19-Feb-2018 - 00:00,,,,,,
415,19-Feb-2018 - 00:00,20-Feb-2018 - 00:00,,,,,,
416,20-Feb-2018 - 00:00,21-Feb-2018 - 00:00,,,,,,
417,21-Feb-2018 - 00:00,22-Feb-2018 - 00:00,,,,,,
418,22-Feb-2018 - 00:00,23-Feb-2018 - 00:00,,,,,,
419,23-Feb-2018 - 00:00,24-Feb-2018 - 00:00,,,,,,
420,24-Feb-2018 - 00:00,25-Feb-2018 - 00:00,,,,,,
421,25-Feb-2018 - 00:00,26-Feb-2018 - 00:00,,,,,,
422,26-Feb-2018 - 00:00,27-Feb-2018 - 00:00,,,,,,
423,27-Feb-2018 - 00:00,28-Feb-2018 - 00:00,,,,,,
424,28-Feb-2018 - 00:00,01-Mar-2018 - 00:00,,,,,,
425,01-Mar-2018 - 00:00,02-Mar-2018 - 00:00,,,,,,
426,02-Mar-2018 - 00:00,03-Mar-2018 - 00:00,,,,,,
427,03-Mar-2018 - 00:00,04-Mar-2018 - 00:00,,,,,,
428,04-Mar-2018 - 00:00,05-Mar-2018 - 00:00,,,,,,
429,05-Mar-2018 - 00:00,06-Mar-2018 - 00:00,,,,,,
430,06-Mar-2018 - 00:00,07-Mar-2018 - 00:00,,,,,,
431,07-Mar-2018 - 00:00,08-Mar-2018 - 00:00,,,,,,
432,08-Mar-2018 - 00:00,09-Mar-2018 - 00:00,,,,,,
433,09-Mar-2018 - 00:00,10-Mar-2018 - 00:00,,,,,,
434,10-Mar-2018 - 00:00,11-Mar-2018 - 00:00,,,,,,
435,11-Mar-2018 - 00:00,12-Mar-2018 - 00:00,,,,,,
436,12-Mar-2018 - 00:00,13-Mar-2018 - 00:00,,,,,,
437,13-Mar-2018 - 00:00,14-Mar-2018 - 00:00,,,,,,
438,14-Mar-2018 - 00:00,15-Mar-2018 - 00:00,,,,,,
439,15-Mar-2018 - 00:00,16-Mar-2018 - 00:00,,,,,,
440,16-Mar-2018 - 00:00,17-Mar-2018 - 00:00,,,,,,
441,17-Mar-2018 - 00:00,18-Mar-2018 - 00:00,,,,,,
442,18-Mar-2018 - 00:00,19-Mar-2018 - 00:00,,,,,,
443,19-Mar-2018 - 00:00,20-Mar-2018 - 00:00,,,,,,
444,20-Mar-2018 - 00:00,21-Mar-2018 - 00:00,,,,,,
445,21-Mar-2018 - 00:00,22-Mar-2018 - 00:00,,,,,,
446,22-Mar-2018 - 00:00,23-Mar-2018 - 00:00,,,,,,
447,23-Mar-2018 - 00:00,24-Mar-2018 - 00:00,,,,,,
448,24-Mar-2018 - 00:00,25-Mar-2018 - 00:00,,,,,,
449,25-Mar-2018 - 00:00,26-Mar-2018 - 00:00,,,,,,
450,26-Mar-2018 - 00:00,27-Mar-2018 - 00:00,,,,,,
451,27-Mar-2018 - 00:00,28-Mar-2018 - 00:00,,,,,,
452,28-Mar-2018 - 00:00,29-Mar-2018 - 00:00,,,,,,
453,29-Mar-2018 - 00:00,30-Mar-2018 - 00:00,,,,,,
454,30-Mar-2018 - 00:00,31-Mar-2018 - 00:00,,,,,,
455,31-Mar-2018 - 00:00,01-Apr-2018 - 00:00,,,,,,
456,01-Apr-2018 - 00:00,02-Apr-2018 - 00:00,,,,,,
457,02-Apr-2018 - 00:00,03-Apr-2018 - 00:00,,,,,,
458,03-Apr-2018 - 00:00,04-Apr-2018 - 00:00,,,,,,
459,04-Apr-2018 - 00:00,05-Apr-2018 - 00:00,,,,,,
460,05-Apr-2018 - 00:00,06-Apr-2018 - 00:00,,,,,,
461,06-Apr-2018 - 00:00,07-Apr-2018 - 00:00,,,,,,
462,07-Apr-2018 - 00:00,08-Apr-2018 - 00:00,,,,,,
463,08-Apr-2018 - 00:00,09-Apr-2018 - 00:00,,,,,,
464,09-Apr-2018 - 00:00,10-Apr-2018 - 00:00,,,,,,
465,10-Apr-2018 - 00:00,11-Apr-2018 - 00:00,,,,,,
466,11-Apr-2018 - 00:00,12-Apr-2018 - 00:00,,,,,,
467,12-Apr-2018 - 00:00,13-Apr-2018 - 00:00,,,,,,
468,13-Apr-2018 - 00:00,14-Apr-2018 - 00:00,,,,,,
469,14-Apr-2018 - 00:00,15-Apr-2018 - 00:00,,,,,,
470,15-Apr-2018 - 00:00,16-Apr-2018 - 00:00,,,,,,
471,16-Apr-2018 - 00:00,17-Apr-2018 - 00:00,,,,,,
472,17-Apr-2018 - 00:00,18-Apr-2018 - 00:00,,,,,,
473,18-Apr-2018 - 00:00,19-Apr-2018 - 00:00,,,,,,
474,19-Apr-2018 - 00:00,20-Apr-2018 - 00:00,,,,,,
475,20-Apr-2018 - 00:00,21-Apr-2018 - 00:00,,,,,,
476,21-Apr-2018 - 00:00,22-Apr-2018 - 00:00,,,,,,
477,22-Apr-2018 - 00:00,23-Apr-2018 - 00:00,,,,,,
478,23-Apr-2018 - 00:00,24-Apr-2018 - 00:00,,,,,,
479,24-Apr-2018 - 00:00,25-Apr-2018 - 00:00,,,,,,
480,25-Apr-2018 - 00:00,26-Apr-2018 - 00:00,,,,,,
481,26-Apr-2018 - 00:00,27-Apr-2018 - 00:00,,,,,,
482,27-Apr-2018 - 00:00,28-Apr-2018 - 00:00,,,,,,
483,28-Apr-2018 - 00:00,29-Apr-2018 - 00:00,,,,,,
484,29-Apr-2018 - 00:00,30-Apr-2018 - 00:00,,,,,,
485,30-Apr-2018 - 00:00,01-May-2018 - 00:00,,,,,,
486,01-May-2018 - 00:00,02-May-2018 - 00:00,,,,,,
487,02-May-2018 - 00:00,03-May-2018 - 00:00,,,,,,
488,03-May-2018 - 00:00,04-May-2018 - 00:00,,,,,,
489,04-May-2018 - 00:00,05-May-2018 - 00:00,,,,,,
490,05-May-2018 - 00:00,06-May-2018 - 00:00,,,,,,
491,06-May-2018 - 00:00,07-May-2018 - 00:00,,,,,,
492,07-May-2018 - 00:00,08-May-2018 - 00:00,,,,,,
493,08-May-2018 - 00:00,09-May-2018 - 00:00,,,,,,
494,09-May-2018 - 00:00,10-May-2018 - 00:00,,,,,,
495,10-May-2018 - 00:00,11-May-2018 - 00:00,,,,,,
496,11-May-2018 - 00:00,12-May-2018 - 00:00,,,,,,
497,12-May-2018 - 00:00,13-May-2018 - 00:00,,,,,,
498,13-May-2018 - 00:00,14-May-2018 - 00:00,,,,,,
499,14-May-2018 - 00:00,15-May-2018 - 00:00,,,,,,
,,,,,,,,
501,16-May-2018 - 00:00,17-May-2018 - 00:00,,,,,,
502,17-May-2018 - 00:00,18-May-2018 - 00:00,,,,,,
503,18-May-2018 - 00:00,19-May-2018 - 00:00,,,,,,
504,19-May-2018 - 00:00,20-May-2018 - 00:00,,,,,,
505,20-May-2018 - 00:00,21-May-2018 - 00:00,,,,,,
506,21-May-2018 - 00:00,22-May-2018 - 00:00,,,,,,
507,22-May-2018 - 00:00,23-May-2018 - 00:00,,,,,,
508,23-May-2018 - 00:00,24-May-2018 - 00:00,,,,,,
509,24-May-2018 - 00:00,25-May-2018 - 00:00,,,,,,
510,25-May-2018 - 00:00,26-May-2018 - 00:00,,,,,,
511,26-May-2018 - 00:00,27-May-2018 - 00:00,,,,,,
512,27-May-2018 - 00:00,28-May-2018 - 00:00,,,,,,
513,28-May-2018 - 00:00,29-May-2018 - 00:00,,,,,,
514,29-May-2018 - 00:00,30-May-2018 - 00:00,,,,,,
515,30-May-2018 - 00:00,31-May-2018 - 00:00,,,,,,
516,31-May-2018 - 00:00,01-Jun-2018 - 00:00,,,,,,
517,01-Jun-2018 - 00:00,02-Jun-2018 - 00:00,,,,,,
518,02-Jun-2018 - 00:00,03-Jun-2018 - 00:00,,,,,,
519,03-Jun-2018 - 00:00,04-Jun-2018 - 00:00,,,,,,
520,04-Jun-2018 - 00:00,05-Jun-2018 - 00:00,,,,,,
521,05-Jun-2018 - 00:00,06-Jun-2018 - 00:00,,,,,,
522,06-Jun-2018 - 00:00,07-Jun-2018 - 00:00,,,,,,
523,07-Jun-2018 - 00:00,08-Jun-2018 - 00:00,,,,,,
524,08-Jun-2018 - 00:00,09-Jun-2018 - 00:00,,,,,,
525,09-Jun-2018 - 00:00,10-Jun-2018 - 00:00,,,,,,
526,10-Jun-2018 - 00:00,11-Jun-2018 - 00:00,,,,,,
527,11-Jun-2018 - 00:00,12-Jun-2018 - 00:00,,,,,,
528,12-Jun-2018 - 00:00,13-Jun-2018 - 00:00,,,,,,
529,13-Jun-2018 - 00:00,14-Jun-2018 - 00:00,,,,,,
530,14-Jun-2018 - 00:00,15-Jun-2018 - 00:00,,,,,,
531,15-Jun-2018 - 00:00,16-Jun-2018 - 00:00,,,,,,
532,16-Jun-2018 - 00:00,17-Jun-2018 - 00:00,,,,,,
533,17-Jun-2018 - 00:00,18-Jun-2018 - 00:00,,,,,,
534,18-Jun-2018 - 00:00,19-Jun-2018 - 00:00,,,,,,
535,19-Jun-2018 - 00:00,20-Jun-2018 - 00:00,,,,,,
536,20-Jun-2018 - 00:00,21-Jun-2018 - 00:00,,,,,,
537,21-Jun-2018 - 00:00,22-Jun-2018 - 00:00,,,,,,
538,22-Jun-2018 - 00:00,23-Jun-2018 - 00:00,,,,,,
539,23-Jun-2018 - 00:00,24-Jun-2018 - 00:00,,,,,,
540,24-Jun-2018 - 00:00,25-Jun-2018 - 00:00,,,,,,
541,25-Jun-2018 - 00:00,26-Jun-2018 - 00:00,,,,,,
542,26-Jun-2018 - 00:00,27-Jun-2018 - 00:00,,,,,,
543,27-Jun-2018 - 00:00,28-Jun-2018 - 00:00,,,,,,
544,28-Jun-2018 - 00:00,29-Jun-2018 - 00:00,,,,,,
545,29-Jun-2018 - 00:00,30-Jun-2018 - 00:00,,,,,,
546,30-Jun-2018 - 00:00,01-Jul-2018 - 00:00,,,,,,
547,01-Jul-2018 - 00:00,02-Jul-2018 - 00:00,,,,,,
548,02-Jul-2018 - 00:00,03-Jul-2018 - 00:00,,,,,,
549,03-Jul-2018 - 00:00,04-Jul-2018 - 00:00,,,,,,
550,04-Jul-2018 - 00:00,05-Jul-2018 - 00:00,,,,,,
551,05-Jul-2018 - 00:00,06-Jul-2018 - 00:00,,,,,,
552,06-Jul-2018 - 00:00,07-Jul-2018 - 00:00,,,,,,
553,07-Jul-2018 - 00:00,08-Jul-2018 - 00:00,,,,,,
554,08-Jul-2018 - 00:00,09-Jul-2018 - 00:00,,,,,,
555,09-Jul-2018 - 00:00,10-Jul-2018 - 00:00,,,,,,
556,10-Jul-2018 - 00:00,11-Jul-2018 - 00:00,,,,,,
557,11-Jul-2018 - 00:00,12-Jul-2018 - 00:00,,,,,,
558,12-Jul-2018 - 00:00,13-Jul-2018 - 00:00,,,,,,
559,13-Jul-2018 - 00:00,14-Jul-2018 - 00:00,,,,,,
560,14-Jul-2018 - 00:00,15-Jul-2018 - 00:00,,,,,,
561,15-Jul-2018 - 00:00,16-Jul-2018 - 00:00,,,,,,
562,16-Jul-2018 - 00:00,17-Jul-2018 - 00:00,,,,,,
563,17-Jul-2018 - 00:00,18-Jul-2018 - 00:00,,,,,,
564,18-Jul-2018 - 00:00,19-Jul-2018 - 00:00,,,,,,
565,19-Jul-2018 - 00:00,20-Jul-2018 - 00:00,,,,,,
566,20-Jul-2018 - 00:00,21-Jul-2018 - 00:00,,,,,,
567,21-Jul-2018 - 00:00,22-Jul-2018 - 00:00,,,,,,
568,22-Jul-2018 - 00:00,23-Jul-2018 - 00:00,,,,,,
569,23-Jul-2018 - 00:00,24-Jul-2018 - 00:00,,,,,,
570,24-Jul-2018 - 00:00,25-Jul-2018 - 00:00,,,,,,
571,25-Jul-2018 - 00:00,26-Jul-2018 - 00:00,,,,,,
572,26-Jul-2018 - 00:00,27-Jul-2018 - 00:00,,,,,,
573,27-Jul-2018 - 00:00,28-Jul-2018 - 00:00,,,,,,
574,28-Jul-2018 - 00:00,29-Jul-2018 - 00:00,,,,,,
575,29-Jul-2018 - 00:00,30-Jul-2018 - 00:00,,,,,,
576,30-Jul-2018 - 00:00,31-Jul-2018 - 00:00,,,,,,
577,31-Jul-2018 - 00:00,01-Aug-2018 - 00:00,,,,,,
578,01-Aug-2018 - 00:00,02-Aug-2018 - 00:00,,,,,,
579,02-Aug-2018 - 00:00,03-Aug-2018 - 00:00,,,,,,
580,03-Aug-2018 - 00:00,04-Aug-2018 - 00:00,,,,,,
581,04-Aug-2018 - 00:00,05-Aug-2018 - 00:00,,,,,,
582,05-Aug-2018 - 00:00,06-Aug-2018 - 00:00,,,,,,
583,06-Aug-2018 - 00:00,07-Aug-2018 - 00:00,,,,,,
584,07-Aug-2018 - 00:00,08-Aug-2018 - 00:00,,,,,,
585,08-Aug-2018 - 00:00,09-Aug-2018 - 00:00,,,,,,
586,09-Aug-2018 - 00:00,10-Aug-2018 - 00:00,,,,,,
587,10-Aug-2018 - 00:00,11-Aug-2018 - 00:00,,,,,,
588,11-Aug-2018 - 00:00,12-Aug-2018 - 00:00,,,,,,
589,12-Aug-2018 - 00:00,13-Aug-2018 - 00:00,,,,,,
590,13-Aug-2018 - 00:00,14-Aug-2018 - 00:00,,,,,,
591,14-Aug-2018 - 00:00,15-Aug-2018 - 00:00,,,,,,
592,15-Aug-2018 - 00:00,16-Aug-2018 - 00:00,,,,,,
593,16-Aug-2018 - 00:00,17-Aug-2018 - 00:00,,,,,,
594,17-Aug-2018 - 00:00,18-Aug-2018 - 00:00,,,,,,
595,18-Aug-2018 - 00:00,19-Aug-2018 - 00:00,,,,,,
596,19-Aug-2018 - 00:00,20-Aug-2018 - 00:00,,,,,,
597,20-Aug-2018 - 00:00,21-Aug-2018 - 00:00,,,,,,
598,21-Aug-2018 - 00:00,22-Aug-2018 - 00:00,,,,,,
599,22-Aug-2018 - 00:00,23-Aug-2018 - 00:00,,,,,,
,,,,,,,,
601,24-Aug-2018 - 00:00,25-Aug-2018 - 00:00,,,,,,
602,25-Aug-2018 - 00:00,26-Aug-2018 - 00:00,,,,,,
603,26-Aug-2018 - 00:00,27-Aug-2018 - 00:00,,,,,,
604,27-Aug-2018 - 00:00,28-Aug-2018 - 00:00,,,,,,
605,28-Aug-2018 - 00:00,29-Aug-2018 - 00:00,,,,,,
606,29-Aug-2018 - 00:00,30-Aug-2018 - 00:00,,,,,,
607,30-Aug-2018 - 00:00,31-Aug-2018 - 00:00,,,,,,
608,31-Aug-2018 - 00:00,01-Sep-2018 - 00:00,,,,,,
609,01-Sep-2018 - 00:00,02-Sep-2018 - 00:00,,,,,,
610,02-Sep-2018 - 00:00,03-Sep-2018 - 00:00,,,,,,
611,03-Sep-2018 - 00:00,04-Sep-2018 - 00:00,,,,,,
612,04-Sep-2018 - 00:00,05-Sep-2018 - 00:00,,,,,,
613,05-Sep-2018 - 00:00,06-Sep-2018 - 00:00,,,,,,
614,06-Sep-2018 - 00:00,07-Sep-2018 - 00:00,,,,,,
615,07-Sep-2018 - 00:00,08-Sep-2018 - 00:00,,,,,,
616,08-Sep-2018 - 00:00,09-Sep-2018 - 00:00,,,,,,
617,09-Sep-2018 - 00:00,10-Sep-2018 - 00:00,,,,,,
618,10-Sep-2018 - 00:00,11-Sep-2018 - 00:00,,,,,,
619,11-Sep-2018 - 00:00,12-Sep-2018 - 00:00,,,,,,
620,12-Sep-2018 - 00:00,13-Sep-2018 - 00:00,,,,,,
621,13-Sep-2018 - 00:00,14-Sep-2018 - 00:00,,,,,,
622,14-Sep-2018 - 00:00,15-Sep-2018 - 00:00,,,,,,
623,15-Sep-2018 - 00:00,16-Sep-2018 - 00:00,,,,,,
624,16-Sep-2018 - 00:00,17-Sep-2018 - 00:00,,,,,,
625,17-Sep-2018 - 00:00,18-Sep-2018 - 00:00,,,,,,
626,18-Sep-2018 - 00:00,19-Sep-2018 - 00:00,,,,,,
627,19-Sep-2018 - 00:00,20-Sep-2018 - 00:00,,,,,,
628,20-Sep-2018 - 00:00,21-Sep-2018 - 00:00,,,,,,
629,21-Sep-2018 - 00:00,22-Sep-2018 - 00:00,,,,,,
630,22-Sep-2018 - 00:00,23-Sep-2018 - 00:00,,,,,,
631,23-Sep-2018 - 00:00,24-Sep-2018 - 00:00,,,,,,
632,24-Sep-2018 - 00:00,25-Sep-2018 - 00:00,,,,,,
633,25-Sep-2018 - 00:00,26-Sep-2018 - 00:00,,,,,,
634,26-Sep-2018 - 00:00,27-Sep-2018 - 00:00,,,,,,
635,27-Sep-2018 - 00:00,28-Sep-2018 - 00:00,,,,,,
636,28-Sep-2018 - 00:00,29-Sep-2018 - 00:00,,,,,,
637,29-Sep-2018 - 00:00,30-Sep-2018 - 00:00,,,,,,
638,30-Sep-2018 - 00:00,01-Oct-2018 - 00:00,,,,,,
639,01-Oct-2018 - 00:00,02-Oct-2018 - 00:00,,,,,,
640,02-Oct-2018 - 00:00,03-Oct-2018 - 00:00,,,,,,
641,03-Oct-2018 - 00:00,04-Oct-2018 - 00:00,,,,,,
642,04-Oct-2018 - 00:00,05-Oct-2018 - 00:00,,,,,,
643,05-Oct-2018 - 00:00,06-Oct-2018 - 00:00,,,,,,
644,06-Oct-2018 - 00:00,07-Oct-2018 - 00:00,,,,,,
645,07-Oct-2018 - 00:00,08-Oct-2018 - 00:00,,,,,,
646,08-Oct-2018 - 00:00,09-Oct-2018 - 00:00,,,,,,
647,09-Oct-2018 - 00:00,10-Oct-2018 - 00:00,,,,,,
648,10-Oct-2018 - 00:00,11-Oct-2018 - 00:00,,,,,,
649,11-Oct-2018 - 00:00,12-Oct-2018 - 00:00,,,,,,
650,12-Oct-2018 - 00:00,13-Oct-2018 - 00:00,,,,,,
651,13-Oct-2018 - 00:00,14-Oct-2018 - 00:00,,,,,,
652,14-Oct-2018 - 00:00,15-Oct-2018 - 00:00,,,,,,
653,15-Oct-2018 - 00:00,16-Oct-2018 - 00:00,,,,,,
654,16-Oct-2018 - 00:00,17-Oct-2018 - 00:00,,,,,,
655,17-Oct-2018 - 00:00,18-Oct-2018 - 00:00,,,,,,
656,18-Oct-2018 - 00:00,19-Oct-2018 - 00:00,,,,,,
657,19-Oct-2018 - 00:00,20-Oct-2018 - 00:00,,,,,,
658,20-Oct-2018 - 00:00,21-Oct-2018 - 00:00,,,,,,
659,21-Oct-2018 - 00:00,22-Oct-2018 - 00:00,,,,,,
660,22-Oct-2018 - 00:00,23-Oct-2018 - 00:00,,,,,,
661,23-Oct-2018 - 00:00,24-Oct-2018 - 00:00,,,,,,
662,24-Oct-2018 - 00:00,25-Oct-2018 - 00:00,,,,,,
663,25-Oct-2018 - 00:00,26-Oct-2018 - 00:00,,,,,,
664,26-Oct-2018 - 00:00,27-Oct-2018 - 00:00,,,,,,
665,27-Oct-2018 - 00:00,28-Oct-2018 - 00:00,,,,,,
666,28-Oct-2018 - 00:00,29-Oct-2018 - 00:00,,,,,,
667,29-Oct-2018 - 00:00,30-Oct-2018 - 00:00,,,,,,
668,30-Oct-2018 - 00:00,31-Oct-2018 - 00:00,,,,,,
669,31-Oct-2018 - 00:00,01-Nov-2018 - 00:00,,,,,,
670,01-Nov-2018 - 00:00,02-Nov-2018 - 00:00,,,,,,
671,02-Nov-2018 - 00:00,03-Nov-2018 - 00:00,,,,,,
672,03-Nov-2018 - 00:00,04-Nov-2018 - 00:00,,,,,,
673,04-Nov-2018 - 00:00,05-Nov-2018 - 00:00,,,,,,
674,05-Nov-2018 - 00:00,06-Nov-2018 - 00:00,,,,,,
675,06-Nov-2018 - 00:00,07-Nov-2018 - 00:00,,,,,,
676,07-Nov-2018 - 00:00,08-Nov-2018 - 00:00,,,,,,
677,08-Nov-2018 - 00:00,09-Nov-2018 - 00:00,,,,,,
678,09-Nov-2018 - 00:00,10-Nov-2018 - 00:00,,,,,,
679,10-Nov-2018 - 00:00,11-Nov-2018 - 00:00,,,,,,
680,11-Nov-2018 - 00:00,12-Nov-2018 - 00:00,,,,,,
681,12-Nov-2018 - 00:00,13-Nov-2018 - 00:00,,,,,,
682,13-Nov-2018 - 00:00,14-Nov-2018 - 00:00,,,,,,
683,14-Nov-2018 - 00:00,15-Nov-2018 - 00:00,,,,,,
684,15-Nov-2018 - 00:00,16-Nov-2018 - 00:00,,,,,,
685,16-Nov-2018 - 00:00,17-Nov-2018 - 00:00,,,,,,
686,17-Nov-2018 - 00:00,18-Nov-2018 - 00:00,,,,,,
687,18-Nov-2018 - 00:00,19-Nov-2018 - 00:00,,,,,,
688,19-Nov-2018 - 00:00,20-Nov-2018 - 00:00,,,,,,
689,20-Nov-2018 - 00:00,21-Nov-2018 - 00:00,,,,,,
690,21-Nov-2018 - 00:00,22-Nov-2018 - 00:00,,,,,,
691,22-Nov-2018 - 00:00,23-Nov-2018 - 00:00,,,,,,
692,23-Nov-2018 - 00:00,24-Nov-2018 - 00:00,,,,,,
693,24-Nov-2018 - 00:00,25-Nov-2018 - 00:00,,,,,,
694,25-Nov-2018 - 00:00,26-Nov-2018 - 00:00,,,,,,
695,26-Nov-2018 - 00:00,27-Nov-2018 - 00:00,,,,,,
696,27-Nov-2018 - 00:00,28-Nov-2018 - 00:00,,,,,,
697,28-Nov-2018 - 00:00,29-Nov-2018 - 00:00,,,,,,
698,29-Nov-2018 - 00:00,30-Nov-2018 - 00:00,,,,,,
699,30-Nov-2018 - 00:00,01-Dec-2018 - 00:00,,,,,,
,,,,,,,,
701,02-Dec-2018 - 00:00,03-Dec-2018 - 00:00,,,,,,
702,03-Dec-2018 - 00:00,04-Dec-2018 - 00:00,,,,,,
703,04-Dec-2018 - 00:00,05-Dec-2018 - 00:00,,,,,,
704,05-Dec-2018 - 00:00,06-Dec-2018 - 00:00,,,,,,
705,06-Dec-2018 - 00:00,07-Dec-2018 - 00:00,,,,,,
706,07-Dec-2018 - 00:00,08-Dec-2018 - 00:00,,,,,,
707,08-Dec-2018 - 00:00,09-Dec-2018 - 00:00,,,,,,
708,09-Dec-2018 - 00:00,10-Dec-2018 - 00:00,,,,,,
709,10-Dec-2018 - 00:00,11-Dec-2018 - 00:00,,,,,,
710,11-Dec-2018 - 00:00,12-Dec-2018 - 00:00,,,,,,
711,12-Dec-2018 - 00:00,13-Dec-2018 - 00:00,,,,,,
712,13-Dec-2018 - 00:00,14-Dec-2018 - 00:00,,,,,,
713,14-Dec-2018 - 00:00,15-Dec-2018 - 00:00,,,,,,
714,15-Dec-2018 - 00:00,16-Dec-2018 - 00:00,,,,,,
715,16-Dec-2018 - 00:00,17-Dec-2018 - 00:00,,,,,,
716,17-Dec-2018 - 00:00,18-Dec-2018 - 00:00,,,,,,
717,18-Dec-2018 - 00:00,19-Dec-2018 - 00:00,,,,,,
718,19-Dec-2018 - 00:00,20-Dec-2018 - 00:00,,,,,,
719,20-Dec-2018 - 00:00,21-Dec-2018 - 00:00,,,,,,
720,21-Dec-2018 - 00:00,22-Dec-2018 - 00:00,,,,,,
721,22-Dec-2018 - 00:00,23-Dec-2018 - 00:00,,,,,,
722,23-Dec-2018 - 00:00,24-Dec-2018 - 00:00,,,,,,
723,24-Dec-2018 - 00:00,25-Dec-2018 - 00:00,,,,,,
724,25-Dec-2018 - 00:00,26-Dec-2018 - 00:00,,,,,,
725,26-Dec-2018 - 00:00,27-Dec-2018 - 00:00,,,,,,
726,27-Dec-2018 - 00:00,28-Dec-2018 - 00:00,,,,,,
727,28-Dec-2018 - 00:00,29-Dec-2018 - 00:00,,,,,,
728,29-Dec-2018 - 00:00,30-Dec-2018 - 00:00,,,,,,
729,30-Dec-2018 - 00:00,31-Dec-2018 - 00:00,,,,,,
730,31-Dec-2018 - 00:00,01-Jan-2019 - 00:00,,,,,,
731,01-Jan-2019 - 00:00,02-Jan-2019 - 00:00,,,,,,
732,02-Jan-2019 - 00:00,03-Jan-2019 - 00:00,,,,,,
733,03-Jan-2019 - 00:00,04-Jan-2019 - 00:00,,,,,,
734,04-Jan-2019 - 00:00,05-Jan-2019 - 00:00,,,,,,
735,05-Jan-2019 - 00:00,06-Jan-2019 - 00:00,,,,,,
736,06-Jan-2019 - 00:00,07-Jan-2019 - 00:00,,,,,,
737,07-Jan-2019 - 00:00,08-Jan-2019 - 00:00,,,,,,
738,08-Jan-2019 - 00:00,09-Jan-2019 - 00:00,,,,,,
